sentid	pairid	condition	comparison	sentence	ROI
744	372	draft_meaning1_syn2	unexpected	A sudden wind blew out the candle.	2
745	373	draft_meaning2_syn1	expected	She prepared a draft of the proposal.	3
746	373	draft_meaning2_syn1	unexpected	She prepared a outline of the proposal.	3
747	374	draft_meaning2_syn1	expected	He completed a draft for his essay.	3
748	374	draft_meaning2_syn1	unexpected	He completed a outline for his essay.	3
749	375	draft_meaning2_syn1	expected	The architect shared a draft of the new design.	4
750	375	draft_meaning2_syn1	unexpected	The architect shared a outline of the new design.	4
751	376	draft_meaning2_syn1	expected	They reviewed a draft before the meeting.	3
752	376	draft_meaning2_syn1	unexpected	They reviewed a outline before the meeting.	3
753	377	draft_meaning2_syn1	expected	The editor marked changes on the first draft.	7
754	377	draft_meaning2_syn1	unexpected	The editor marked changes on the first outline	7
755	378	draft_meaning2_syn2	expected	She prepared a draft of the proposal.	3
756	378	draft_meaning2_syn2	unexpected	She prepared a sketch of the proposal.	3
757	379	draft_meaning2_syn2	expected	He completed a draft for his essay.	3
758	379	draft_meaning2_syn2	unexpected	He completed a sketch for his essay.	3
759	380	draft_meaning2_syn2	expected	The architect shared a draft of the new design.	4
760	380	draft_meaning2_syn2	unexpected	The architect shared a sketch of the new design.	4
761	381	draft_meaning2_syn2	expected	They reviewed a draft before the meeting.	3
762	381	draft_meaning2_syn2	unexpected	They reviewed a sketch before the meeting.	3
763	382	draft_meaning2_syn2	expected	The editor marked changes on the first draft.	7
764	382	draft_meaning2_syn2	unexpected	The editor marked changes on the first sketch	7
765	383	fine_meaning1_syn1	expected	The meal was truly fine.	4
766	383	fine_meaning1_syn1	unexpected	The meal was truly excellent	4
767	384	fine_meaning1_syn1	expected	He did a fine job on the report.	3
768	384	fine_meaning1_syn1	unexpected	He did a excellent job on the report.	3
769	385	fine_meaning1_syn1	expected	The weather was fine all weekend.	3
770	385	fine_meaning1_syn1	unexpected	The weather was excellent all weekend.	3
771	386	fine_meaning1_syn1	expected	She looked fine in her outfit.	2
772	386	fine_meaning1_syn1	unexpected	She looked excellent in her outfit.	2
773	387	fine_meaning1_syn1	expected	The concert sounded fine from where we sat.	3
774	387	fine_meaning1_syn1	unexpected	The concert sounded excellent from where we sat.	3
775	388	fine_meaning1_syn2	expected	The meal was truly fine.	4
776	388	fine_meaning1_syn2	unexpected	The meal was truly great	4
777	389	fine_meaning1_syn2	expected	He did a fine job on the report.	3
778	389	fine_meaning1_syn2	unexpected	He did a great job on the report.	3
779	390	fine_meaning1_syn2	expected	The weather was fine all weekend.	3
780	390	fine_meaning1_syn2	unexpected	The weather was great all weekend.	3
781	391	fine_meaning1_syn2	expected	She looked fine in her outfit.	2
782	391	fine_meaning1_syn2	unexpected	She looked great in her outfit.	2
783	392	fine_meaning1_syn2	expected	The concert sounded fine from where we sat.	3
784	392	fine_meaning1_syn2	unexpected	The concert sounded great from where we sat.	3
785	393	fine_meaning2_syn1	expected	The thread was too fine for the needle.	4
786	393	fine_meaning2_syn1	unexpected	The thread was too thin for the needle.	4
787	394	fine_meaning2_syn1	expected	He chose a fine brush for the details.	3
788	394	fine_meaning2_syn1	unexpected	He chose a thin brush for the details.	3
789	395	fine_meaning2_syn1	expected	The fabric was extremely fine.	4
790	395	fine_meaning2_syn1	unexpected	The fabric was extremely thin	4
791	396	fine_meaning2_syn1	expected	The crack was so fine it was barely visible.	4
792	396	fine_meaning2_syn1	unexpected	The crack was so thin it was barely visible.	4
793	397	fine_meaning2_syn1	expected	The line on the map was very fine.	7
794	397	fine_meaning2_syn1	unexpected	The line on the map was very thin	7
795	398	fine_meaning2_syn2	expected	The thread was too fine for the needle.	4
796	398	fine_meaning2_syn2	unexpected	The thread was too slender for the needle.	4
797	399	fine_meaning2_syn2	expected	He chose a fine brush for the details.	3
798	399	fine_meaning2_syn2	unexpected	He chose a slender brush for the details.	3
799	400	fine_meaning2_syn2	expected	The fabric was extremely fine.	4
800	400	fine_meaning2_syn2	unexpected	The fabric was extremely slender	4
801	401	fine_meaning2_syn2	expected	The crack was so fine it was barely visible.	4
802	401	fine_meaning2_syn2	unexpected	The crack was so slender it was barely visible.	4
803	402	fine_meaning2_syn2	expected	The line on the map was very fine.	7
804	402	fine_meaning2_syn2	unexpected	The line on the map was very slender	7
805	403	prime_meaning1_syn1	expected	The meat was in prime condition.	4
806	403	prime_meaning1_syn1	unexpected	The meat was in excellent condition.	4
807	404	prime_meaning1_syn1	expected	She delivered a prime performance last night.	3
808	404	prime_meaning1_syn1	unexpected	She delivered a excellent performance last night.	3
809	405	prime_meaning1_syn1	expected	He found the painting in prime shape.	5
810	405	prime_meaning1_syn1	unexpected	He found the painting in excellent shape.	5
811	406	prime_meaning1_syn1	expected	The team was in prime form for the match.	4
812	406	prime_meaning1_syn1	unexpected	The team was in excellent form for the match.	4
813	407	prime_meaning1_syn1	expected	The produce looked prime at the market.	3
814	407	prime_meaning1_syn1	unexpected	The produce looked excellent at the market.	3
815	408	prime_meaning1_syn2	expected	The meat was in prime condition.	4
816	408	prime_meaning1_syn2	unexpected	The meat was in great condition.	4
817	409	prime_meaning1_syn2	expected	She delivered a prime performance last night.	3
818	409	prime_meaning1_syn2	unexpected	She delivered a great performance last night.	3
819	410	prime_meaning1_syn2	expected	He found the painting in prime shape.	5
820	410	prime_meaning1_syn2	unexpected	He found the painting in great shape.	5
821	411	prime_meaning1_syn2	expected	The team was in prime form for the match.	4
822	411	prime_meaning1_syn2	unexpected	The team was in great form for the match.	4
823	412	prime_meaning1_syn2	expected	The produce looked prime at the market.	3
824	412	prime_meaning1_syn2	unexpected	The produce looked great at the market.	3
825	413	prime_meaning2_syn1	expected	The prime reason for the delay was traffic.	1
826	413	prime_meaning2_syn1	unexpected	The primary reason for the delay was traffic.	1
827	414	prime_meaning2_syn1	expected	The prime goal is to finish on time.	1
828	414	prime_meaning2_syn1	unexpected	The primary goal is to finish on time.	1
829	415	prime_meaning2_syn1	expected	Cost was the prime concern during planning.	3
830	415	prime_meaning2_syn1	unexpected	Cost was the primary concern during planning.	3
831	416	prime_meaning2_syn1	expected	The prime objective of the project was clarity.	1
832	416	prime_meaning2_syn1	unexpected	The primary objective of the project was clarity.	1
833	417	prime_meaning2_syn1	expected	The prime focus of the program was safety.	1
834	417	prime_meaning2_syn1	unexpected	The primary focus of the program was safety.	1
835	418	prime_meaning2_syn2	expected	The prime reason for the delay was traffic.	1
836	418	prime_meaning2_syn2	unexpected	The main reason for the delay was traffic.	1
837	419	prime_meaning2_syn2	expected	The prime goal is to finish on time.	1
838	419	prime_meaning2_syn2	unexpected	The main goal is to finish on time.	1
839	420	prime_meaning2_syn2	expected	Cost was the prime concern during planning.	3
840	420	prime_meaning2_syn2	unexpected	Cost was the main concern during planning.	3
841	421	prime_meaning2_syn2	expected	The prime objective of the project was clarity.	1
842	421	prime_meaning2_syn2	unexpected	The main objective of the project was clarity.	1
843	422	prime_meaning2_syn2	expected	The prime focus of the program was safety.	1
844	422	prime_meaning2_syn2	unexpected	The main focus of the program was safety.	1
845	423	clip_meaning1_syn1	expected	She had to clip the loose threads.	3
846	423	clip_meaning1_syn1	unexpected	She had to trim the loose threads.	3
847	424	clip_meaning1_syn1	expected	He decided to clip the edges of the photo.	3
848	424	clip_meaning1_syn1	unexpected	He decided to trim the edges of the photo.	3
849	425	clip_meaning1_syn1	expected	The gardener will clip the hedges today.	3
850	425	clip_meaning1_syn1	unexpected	The gardener will trim the hedges today.	3
851	426	clip_meaning1_syn1	expected	They needed to clip a few branches.	3
852	426	clip_meaning1_syn1	unexpected	They needed to trim a few branches.	3
853	427	clip_meaning1_syn1	expected	The stylist will clip his hair shorter.	3
854	427	clip_meaning1_syn1	unexpected	The stylist will trim his hair shorter.	3
855	428	clip_meaning1_syn2	expected	She had to clip the loose threads.	3
856	428	clip_meaning1_syn2	unexpected	She had to snip the loose threads.	3
857	429	clip_meaning1_syn2	expected	He decided to clip the edges of the photo.	3
858	429	clip_meaning1_syn2	unexpected	He decided to snip the edges of the photo.	3
859	430	clip_meaning1_syn2	expected	The gardener will clip the hedges today.	3
860	430	clip_meaning1_syn2	unexpected	The gardener will snip the hedges today.	3
861	431	clip_meaning1_syn2	expected	They needed to clip a few branches.	3
862	431	clip_meaning1_syn2	unexpected	They needed to snip a few branches.	3
863	432	clip_meaning1_syn2	expected	The stylist will clip his hair shorter.	3
864	432	clip_meaning1_syn2	unexpected	The stylist will snip his hair shorter.	3
865	433	clip_meaning2_syn1	expected	She had to clip the papers together.	3
866	433	clip_meaning2_syn1	unexpected	She had to fasten the papers together.	3
867	434	clip_meaning2_syn1	expected	He tried to clip the microphone to his shirt.	3
868	434	clip_meaning2_syn1	unexpected	He tried to fasten the microphone to his shirt.	3
869	435	clip_meaning2_syn1	expected	They will clip the badge onto the lanyard.	2
870	435	clip_meaning2_syn1	unexpected	They will fasten the badge onto the lanyard.	2
871	436	clip_meaning2_syn1	expected	She needs to clip the key to her belt.	3
872	436	clip_meaning2_syn1	unexpected	She needs to fasten the key to her belt.	3
873	437	clip_meaning2_syn1	expected	He forgot to clip the leash to the collar.	3
874	437	clip_meaning2_syn1	unexpected	He forgot to fasten the leash to the collar.	3
875	438	clip_meaning2_syn2	expected	She had to clip the papers together.	3
876	438	clip_meaning2_syn2	unexpected	She had to secure the papers together.	3
877	439	clip_meaning2_syn2	expected	He tried to clip the microphone to his shirt.	3
878	439	clip_meaning2_syn2	unexpected	He tried to secure the microphone to his shirt.	3
879	440	clip_meaning2_syn2	expected	They will clip the badge onto the lanyard.	2
880	440	clip_meaning2_syn2	unexpected	They will secure the badge onto the lanyard.	2
881	441	clip_meaning2_syn2	expected	She needs to clip the key to her belt.	3
882	441	clip_meaning2_syn2	unexpected	She needs to secure the key to her belt.	3
883	442	clip_meaning2_syn2	expected	He forgot to clip the leash to the collar.	3
884	442	clip_meaning2_syn2	unexpected	He forgot to secure the leash to the collar.	3
885	443	file_meaning1_syn1	expected	She had to file the rough edges.	3
886	443	file_meaning1_syn1	unexpected	She had to smooth the rough edges.	3
887	444	file_meaning1_syn1	expected	The jeweler will file the metal carefully.	3
888	444	file_meaning1_syn1	unexpected	The jeweler will smooth the metal carefully.	3
889	445	file_meaning1_syn1	expected	He began to file the surface of the wood.	3
890	445	file_meaning1_syn1	unexpected	He began to smooth the surface of the wood.	3
891	446	file_meaning1_syn1	expected	They used a tool to file the glass.	5
892	446	file_meaning1_syn1	unexpected	They used a tool to smooth the glass.	5
893	447	file_meaning1_syn1	expected	The mechanic had to file the bolt to make it fit.	4
894	447	file_meaning1_syn1	unexpected	The mechanic had to smooth the bolt to make it fit.	4
895	448	file_meaning1_syn2	expected	She had to file the rough edges.	3
896	448	file_meaning1_syn2	unexpected	She had to polish the rough edges.	3
897	449	file_meaning1_syn2	expected	The jeweler will file the metal carefully.	3
898	449	file_meaning1_syn2	unexpected	The jeweler will polish the metal carefully.	3
899	450	file_meaning1_syn2	expected	He began to file the surface of the wood.	3
900	450	file_meaning1_syn2	unexpected	He began to polish the surface of the wood.	3
901	451	file_meaning1_syn2	expected	They used a tool to file the glass.	5
902	451	file_meaning1_syn2	unexpected	They used a tool to polish the glass.	5
903	452	file_meaning1_syn2	expected	The mechanic had to file the bolt to make it fit.	4
904	452	file_meaning1_syn2	unexpected	The mechanic had to polish the bolt to make it fit.	4
905	453	file_meaning2_syn1	expected	She had to file the meeting details.	3
906	453	file_meaning2_syn1	unexpected	She had to record the meeting details.	3
907	454	file_meaning2_syn1	expected	They will file the results after the test.	2
908	454	file_meaning2_syn1	unexpected	They will record the results after the test.	2
909	455	file_meaning2_syn1	expected	He began to file the information on his laptop.	3
910	455	file_meaning2_syn1	unexpected	He began to record the information on his laptop.	3
911	456	file_meaning2_syn1	expected	The assistant tried to file every change made during the project.	4
912	456	file_meaning2_syn1	unexpected	The assistant tried to record every change made during the project.	4
913	457	file_meaning2_syn1	expected	She needed to file the updates before the deadline.	3
914	457	file_meaning2_syn1	unexpected	She needed to record the updates before the deadline.	3
915	458	file_meaning2_syn2	expected	She had to file the meeting details.	3
916	458	file_meaning2_syn2	unexpected	She had to document the meeting details.	3
917	459	file_meaning2_syn2	expected	They will file the results after the test.	2
918	459	file_meaning2_syn2	unexpected	They will document the results after the test.	2
919	460	file_meaning2_syn2	expected	He began to file the information on his laptop.	3
920	460	file_meaning2_syn2	unexpected	He began to document the information on his laptop.	3
921	461	file_meaning2_syn2	expected	The assistant tried to file every change made during the project.	4
922	461	file_meaning2_syn2	unexpected	The assistant tried to document every change made during the project.	4
923	462	file_meaning2_syn2	expected	She needed to file the updates before the deadline.	3
924	462	file_meaning2_syn2	unexpected	She needed to document the updates before the deadline.	3
925	463	tip_meaning1_syn1	expected	He gave me a useful tip about studying.	5
926	463	tip_meaning1_syn1	unexpected	He gave me a useful advice about studying.	5
927	464	tip_meaning1_syn1	expected	She shared a helpful tip for cooking rice.	4
928	464	tip_meaning1_syn1	unexpected	She shared a helpful advice for cooking rice.	4
929	465	tip_meaning1_syn1	expected	I need a tip for fixing this problem.	3
930	465	tip_meaning1_syn1	unexpected	I need a advice for fixing this problem.	3
931	466	tip_meaning1_syn1	expected	They offered a tip before we started the project.	3
932	466	tip_meaning1_syn1	unexpected	They offered a advice before we started the project.	3
933	467	tip_meaning1_syn1	expected	She appreciated the tip from her coworker.	3
934	467	tip_meaning1_syn1	unexpected	She appreciated the advice from her coworker.	3
935	468	tip_meaning1_syn2	expected	He gave me a useful tip about studying.	5
936	468	tip_meaning1_syn2	unexpected	He gave me a useful hint about studying.	5
937	469	tip_meaning1_syn2	expected	She shared a helpful tip for cooking rice.	4
938	469	tip_meaning1_syn2	unexpected	She shared a helpful hint for cooking rice.	4
939	470	tip_meaning1_syn2	expected	I need a tip for fixing this problem.	3
940	470	tip_meaning1_syn2	unexpected	I need a hint for fixing this problem.	3
941	471	tip_meaning1_syn2	expected	They offered a tip before we started the project.	3
942	471	tip_meaning1_syn2	unexpected	They offered a hint before we started the project.	3
943	472	tip_meaning1_syn2	expected	She appreciated the tip from her coworker.	3
944	472	tip_meaning1_syn2	unexpected	She appreciated the hint from her coworker.	3
945	473	tip_meaning2_syn1	expected	The tip of the mountain was covered in snow.	1
946	473	tip_meaning2_syn1	unexpected	The apex of the mountain was covered in snow.	1
947	474	tip_meaning2_syn1	expected	She touched the tip of the leaf.	3
948	474	tip_meaning2_syn1	unexpected	She touched the apex of the leaf.	3
949	475	tip_meaning2_syn1	expected	The tip of the tower was visible from far away.	1
950	475	tip_meaning2_syn1	unexpected	The apex of the tower was visible from far away.	1
951	476	tip_meaning2_syn1	expected	He painted the tip of the cone red.	3
952	476	tip_meaning2_syn1	unexpected	He painted the apex of the cone red.	3
953	477	tip_meaning2_syn1	expected	The tip of the knife was very sharp.	1
954	477	tip_meaning2_syn1	unexpected	The apex of the knife was very sharp.	1
955	478	tip_meaning2_syn2	expected	The tip of the mountain was covered in snow.	1
956	478	tip_meaning2_syn2	unexpected	The peak of the mountain was covered in snow.	1
957	479	tip_meaning2_syn2	expected	She touched the tip of the leaf.	3
958	479	tip_meaning2_syn2	unexpected	She touched the peak of the leaf.	3
959	480	tip_meaning2_syn2	expected	The tip of the tower was visible from far away.	1
960	480	tip_meaning2_syn2	unexpected	The peak of the tower was visible from far away.	1
961	481	tip_meaning2_syn2	expected	He painted the tip of the cone red.	3
962	481	tip_meaning2_syn2	unexpected	He painted the peak of the cone red.	3
963	482	tip_meaning2_syn2	expected	The tip of the knife was very sharp.	1
964	482	tip_meaning2_syn2	unexpected	The peak of the knife was very sharp.	1
965	483	light_meaning1_syn1	expected	The box was light enough to carry.	3
966	483	light_meaning1_syn1	unexpected	The box was lightweight enough to carry.	3
967	484	light_meaning1_syn1	expected	The suitcase felt light this time.	3
968	484	light_meaning1_syn1	unexpected	The suitcase felt lightweight this time.	3
969	485	light_meaning1_syn1	expected	The backpack remained light despite the books.	3
970	485	light_meaning1_syn1	unexpected	The backpack remained lightweight despite the books.	3
971	486	light_meaning1_syn1	expected	His load was surprisingly light.	4
972	486	light_meaning1_syn1	unexpected	His load was surprisingly lightweight	4
973	487	light_meaning1_syn1	expected	The package seemed light when she picked it up.	3
974	487	light_meaning1_syn1	unexpected	The package seemed lightweight when she picked it up.	3
975	488	light_meaning1_syn2	expected	The box was light enough to carry.	3
976	488	light_meaning1_syn2	unexpected	The box was insubstantial enough to carry.	3
977	489	light_meaning1_syn2	expected	The suitcase felt light this time.	3
978	489	light_meaning1_syn2	unexpected	The suitcase felt insubstantial this time.	3
979	490	light_meaning1_syn2	expected	The backpack remained light despite the books.	3
980	490	light_meaning1_syn2	unexpected	The backpack remained insubstantial despite the books.	3
981	491	light_meaning1_syn2	expected	His load was surprisingly light.	4
982	491	light_meaning1_syn2	unexpected	His load was surprisingly insubstantial	4
983	492	light_meaning1_syn2	expected	The package seemed light when she picked it up.	3
984	492	light_meaning1_syn2	unexpected	The package seemed insubstantial when she picked it up.	3
985	493	light_meaning2_syn1	expected	The lamp gave off a warm light.	6
986	493	light_meaning2_syn1	unexpected	The lamp gave off a warm glow	6
987	494	light_meaning2_syn1	expected	A soft light filled the room.	2
988	494	light_meaning2_syn1	unexpected	A soft glow filled the room.	2
989	495	light_meaning2_syn1	expected	The light reached every corner.	1
990	495	light_meaning2_syn1	unexpected	The glow reached every corner.	1
991	496	light_meaning2_syn1	expected	The morning light woke him early.	2
992	496	light_meaning2_syn1	unexpected	The morning glow woke him early.	2
993	497	light_meaning2_syn1	expected	The light flickered once and went out.	1
994	497	light_meaning2_syn1	unexpected	The glow flickered once and went out.	1
995	498	light_meaning2_syn2	expected	The lamp gave off a warm light.	6
996	498	light_meaning2_syn2	unexpected	The lamp gave off a warm shine	6
997	499	light_meaning2_syn2	expected	A soft light filled the room.	2
998	499	light_meaning2_syn2	unexpected	A soft shine filled the room.	2
999	500	light_meaning2_syn2	expected	The light reached every corner.	1
1000	500	light_meaning2_syn2	unexpected	The shine reached every corner.	1
1001	501	light_meaning2_syn2	expected	The morning light woke him early.	2
1002	501	light_meaning2_syn2	unexpected	The morning shine woke him early.	2
1003	502	light_meaning2_syn2	expected	The light flickered once and went out.	1
1004	502	light_meaning2_syn2	unexpected	The shine flickered once and went out.	1
1005	503	scale_meaning1_syn1	expected	They need to scale the wall.	3
1006	503	scale_meaning1_syn1	unexpected	They need to climb the wall.	3
1007	504	scale_meaning1_syn1	expected	He tried to scale the mountain.	3
1008	504	scale_meaning1_syn1	unexpected	He tried to climb the mountain.	3
1009	505	scale_meaning1_syn1	expected	The team will scale the cliff.	3
1010	505	scale_meaning1_syn1	unexpected	The team will climb the cliff.	3
1011	506	scale_meaning1_syn1	expected	She began to scale the ladder.	3
1012	506	scale_meaning1_syn1	unexpected	She began to climb the ladder.	3
1013	507	scale_meaning1_syn1	expected	They attempted to scale the structure.	3
1014	507	scale_meaning1_syn1	unexpected	They attempted to climb the structure.	3
1015	508	scale_meaning1_syn2	expected	They need to scale the wall.	3
1016	508	scale_meaning1_syn2	unexpected	They need to ascend the wall.	3
1017	509	scale_meaning1_syn2	expected	He tried to scale the mountain.	3
1018	509	scale_meaning1_syn2	unexpected	He tried to ascend the mountain.	3
1019	510	scale_meaning1_syn2	expected	The team will scale the cliff.	3
1020	510	scale_meaning1_syn2	unexpected	The team will ascend the cliff.	3
1021	511	scale_meaning1_syn2	expected	She began to scale the ladder.	3
1022	511	scale_meaning1_syn2	unexpected	She began to ascend the ladder.	3
1023	512	scale_meaning1_syn2	expected	They attempted to scale the structure.	3
1024	512	scale_meaning1_syn2	unexpected	They attempted to ascend the structure.	3
1025	513	scale_meaning2_syn1	expected	They had to scale the results carefully.	3
1026	513	scale_meaning2_syn1	unexpected	They had to measure the results carefully.	3
1027	514	scale_meaning2_syn1	expected	He will scale the response.	2
1028	514	scale_meaning2_syn1	unexpected	He will measure the response.	2
1029	515	scale_meaning2_syn1	expected	She began to scale the data.	3
1030	515	scale_meaning2_syn1	unexpected	She began to measure the data.	3
1031	516	scale_meaning2_syn1	expected	They tried to scale each sample.	3
1032	516	scale_meaning2_syn1	unexpected	They tried to measure each sample.	3
1033	517	scale_meaning2_syn1	expected	The device can scale small values.	3
1034	517	scale_meaning2_syn1	unexpected	The device can measure small values.	3
1035	518	scale_meaning2_syn2	expected	They had to scale the results carefully.	3
1036	518	scale_meaning2_syn2	unexpected	They had to grade the results carefully.	3
1037	519	scale_meaning2_syn2	expected	He will scale the response.	2
1038	519	scale_meaning2_syn2	unexpected	He will grade the response.	2
1039	520	scale_meaning2_syn2	expected	She began to scale the data.	3
1040	520	scale_meaning2_syn2	unexpected	She began to grade the data.	3
1041	521	scale_meaning2_syn2	expected	They tried to scale each sample.	3
1042	521	scale_meaning2_syn2	unexpected	They tried to grade each sample.	3
1043	522	scale_meaning2_syn2	expected	The device can scale small values.	3
1044	522	scale_meaning2_syn2	unexpected	The device can grade small values.	3
1045	523	pitch_meaning1_syn1	expected	He will pitch the ball.	2
1046	523	pitch_meaning1_syn1	unexpected	He will throw the ball.	2
1047	524	pitch_meaning1_syn1	expected	She tried to pitch the stone.	3
1048	524	pitch_meaning1_syn1	unexpected	She tried to throw the stone.	3
1049	525	pitch_meaning1_syn1	expected	They watched him pitch the toy.	3
1050	525	pitch_meaning1_syn1	unexpected	They watched him throw the toy.	3
1051	526	pitch_meaning1_syn1	expected	He began to pitch the object.	3
1052	526	pitch_meaning1_syn1	unexpected	He began to throw the object.	3
1053	527	pitch_meaning1_syn1	expected	She will pitch it across the yard.	2
1054	527	pitch_meaning1_syn1	unexpected	She will throw it across the yard.	2
1055	528	pitch_meaning1_syn2	expected	He will pitch the ball.	2
1056	528	pitch_meaning1_syn2	unexpected	He will toss the ball.	2
1057	529	pitch_meaning1_syn2	expected	She tried to pitch the stone.	3
1058	529	pitch_meaning1_syn2	unexpected	She tried to toss the stone.	3
1059	530	pitch_meaning1_syn2	expected	They watched him pitch the toy.	3
1060	530	pitch_meaning1_syn2	unexpected	They watched him toss the toy.	3
1061	531	pitch_meaning1_syn2	expected	He began to pitch the object.	3
1062	531	pitch_meaning1_syn2	unexpected	He began to toss the object.	3
1063	532	pitch_meaning1_syn2	expected	She will pitch it across the yard.	2
1064	532	pitch_meaning1_syn2	unexpected	She will toss it across the yard.	2
1065	533	pitch_meaning2_syn1	expected	She had to pitch her idea.	3
1066	533	pitch_meaning2_syn1	unexpected	She had to propose her idea.	3
1067	534	pitch_meaning2_syn1	expected	He tried to pitch the concept.	3
1068	534	pitch_meaning2_syn1	unexpected	He tried to propose the concept.	3
1069	535	pitch_meaning2_syn1	expected	They began to pitch the strategy.	3
1070	535	pitch_meaning2_syn1	unexpected	They began to propose the strategy.	3
1071	536	pitch_meaning2_syn1	expected	She needs to pitch the plan today.	3
1072	536	pitch_meaning2_syn1	unexpected	She needs to propose the plan today.	3
1073	537	pitch_meaning2_syn1	expected	He tried to pitch the project early.	3
1074	537	pitch_meaning2_syn1	unexpected	He tried to propose the project early.	3
1075	538	pitch_meaning2_syn2	expected	She had to pitch her idea.	3
1076	538	pitch_meaning2_syn2	unexpected	She had to promote her idea.	3
1077	539	pitch_meaning2_syn2	expected	He tried to pitch the concept.	3
1078	539	pitch_meaning2_syn2	unexpected	He tried to promote the concept.	3
1079	540	pitch_meaning2_syn2	expected	They began to pitch the strategy.	3
1080	540	pitch_meaning2_syn2	unexpected	They began to promote the strategy.	3
1081	541	pitch_meaning2_syn2	expected	She needs to pitch the plan today.	3
1082	541	pitch_meaning2_syn2	unexpected	She needs to promote the plan today.	3
1083	542	pitch_meaning2_syn2	expected	He tried to pitch the project early.	3
1084	542	pitch_meaning2_syn2	unexpected	He tried to promote the project early.	3
1085	543	bark_meaning1_syn1	expected	The bark peeled off the old tree.	1
1086	543	bark_meaning1_syn1	unexpected	The rind peeled off the old tree.	1
1087	544	bark_meaning1_syn1	expected	He touched the rough bark.	4
1088	544	bark_meaning1_syn1	unexpected	He touched the rough rind	4
1089	545	bark_meaning1_syn1	expected	Birds hid insects beneath the bark.	5
1090	545	bark_meaning1_syn1	unexpected	Birds hid insects beneath the rind	5
1091	546	bark_meaning1_syn1	expected	The bark protected the trunk.	1
1092	546	bark_meaning1_syn1	unexpected	The rind protected the trunk.	1
1093	547	bark_meaning1_syn1	expected	The bark felt dry after the heat.	1
1094	547	bark_meaning1_syn1	unexpected	The rind felt dry after the heat.	1
1095	548	bark_meaning1_syn2	expected	The bark peeled off the old tree.	1
1096	548	bark_meaning1_syn2	unexpected	The husk peeled off the old tree.	1
1097	549	bark_meaning1_syn2	expected	He touched the rough bark.	4
1098	549	bark_meaning1_syn2	unexpected	He touched the rough husk	4
1099	550	bark_meaning1_syn2	expected	Birds hid insects beneath the bark.	5
1100	550	bark_meaning1_syn2	unexpected	Birds hid insects beneath the husk	5
1101	551	bark_meaning1_syn2	expected	The bark protected the trunk.	1
1102	551	bark_meaning1_syn2	unexpected	The husk protected the trunk.	1
1103	552	bark_meaning1_syn2	expected	The bark felt dry after the heat.	1
1104	552	bark_meaning1_syn2	unexpected	The husk felt dry after the heat.	1
1105	553	bark_meaning2_syn1	expected	The bark echoed through the yard.	1
1106	553	bark_meaning2_syn1	unexpected	The yelp echoed through the yard.	1
1107	554	bark_meaning2_syn1	expected	She recognized her dog’s bark.	4
1108	554	bark_meaning2_syn1	unexpected	She recognized her dog’s yelp	4
1109	555	bark_meaning2_syn1	expected	The bark woke everyone up.	1
1110	555	bark_meaning2_syn1	unexpected	The yelp woke everyone up.	1
1111	556	bark_meaning2_syn1	expected	He heard a bark at the door.	3
1112	556	bark_meaning2_syn1	unexpected	He heard a yelp at the door.	3
1113	557	bark_meaning2_syn1	expected	The bark sounded louder at night.	1
1114	557	bark_meaning2_syn1	unexpected	The yelp sounded louder at night.	1
1115	558	bark_meaning2_syn2	expected	The bark echoed through the yard.	1
1116	558	bark_meaning2_syn2	unexpected	The woof echoed through the yard.	1
1117	559	bark_meaning2_syn2	expected	She recognized her dog’s bark.	4
1118	559	bark_meaning2_syn2	unexpected	She recognized her dog’s woof	4
1119	560	bark_meaning2_syn2	expected	The bark woke everyone up.	1
1120	560	bark_meaning2_syn2	unexpected	The woof woke everyone up.	1
1121	561	bark_meaning2_syn2	expected	He heard a bark at the door.	3
1122	561	bark_meaning2_syn2	unexpected	He heard a woof at the door.	3
1123	562	bark_meaning2_syn2	expected	The bark sounded louder at night.	1
1124	562	bark_meaning2_syn2	unexpected	The woof sounded louder at night.	1
1125	563	rock_meaning1_syn1	expected	He threw a rock into the water.	3
1126	563	rock_meaning1_syn1	unexpected	He threw a stone into the water.	3
1127	564	rock_meaning1_syn1	expected	The rock felt smooth.	1
1128	564	rock_meaning1_syn1	unexpected	The stone felt smooth.	1
1129	565	rock_meaning1_syn1	expected	A rock rolled down the hill.	1
1130	565	rock_meaning1_syn1	unexpected	A stone rolled down the hill.	1
1131	566	rock_meaning1_syn1	expected	They sat on a large rock.	5
1132	566	rock_meaning1_syn1	unexpected	They sat on a large stone	5
1133	567	rock_meaning1_syn1	expected	A rock blocked the path.	1
1134	567	rock_meaning1_syn1	unexpected	A stone blocked the path.	1
1135	568	rock_meaning1_syn2	expected	He threw a rock into the water.	3
1136	568	rock_meaning1_syn2	unexpected	He threw a boulder into the water.	3
1137	569	rock_meaning1_syn2	expected	The rock felt smooth.	1
1138	569	rock_meaning1_syn2	unexpected	The boulder felt smooth.	1
1139	570	rock_meaning1_syn2	expected	A rock rolled down the hill.	1
1140	570	rock_meaning1_syn2	unexpected	A boulder rolled down the hill.	1
1141	571	rock_meaning1_syn2	expected	They sat on a large rock.	5
1142	571	rock_meaning1_syn2	unexpected	They sat on a large boulder	5
1143	572	rock_meaning1_syn2	expected	A rock blocked the path.	1
