Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq
4173	3	of	474	False	FacebookAI/roberta-base	0.9984517097473145	0.0022354174870997	3	237	sweet_meaning2_syn1	unexpected	The sugary aroma of chocolate filled the kitchen.	1	3139402	14.959543212419398
4174	4	chocolate	474	False	FacebookAI/roberta-base	0.0146545087918639	6.0925116539001465	4	237	sweet_meaning2_syn1	unexpected	The sugary aroma of chocolate filled the kitchen.	1	5722	8.652248422409102
4175	5	filled	474	False	FacebookAI/roberta-base	0.0730246752500534	3.7754721641540527	5	237	sweet_meaning2_syn1	unexpected	The sugary aroma of chocolate filled the kitchen.	1	8619	9.061840363657739
4176	6	the	474	False	FacebookAI/roberta-base	0.8150283694267273	0.29507777094841	6	237	sweet_meaning2_syn1	unexpected	The sugary aroma of chocolate filled the kitchen.	1	6500900	15.687451340644257
4177	7	kitchen.	474	False	FacebookAI/roberta-base	0.5021390542387962	3.012034298852086	7	237	sweet_meaning2_syn1	unexpected	The sugary aroma of chocolate filled the kitchen.	1	9558	9.165238398063762
4178	0	He	475	False	FacebookAI/roberta-base	0.012695980258286	6.299484252929688	0	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	622141	13.340923641485727
4179	1	made	475	False	FacebookAI/roberta-base	0.4842351078987121	1.0462204217910769	1	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	87829	11.383158406911162
4180	2	a	475	False	FacebookAI/roberta-base	0.7565823197364807	0.4024310111999511	2	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	2959949	14.900682934265681
4181	3	sweet	475	False	FacebookAI/roberta-base	0.0124993557110428	6.322002410888672	3	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	10054	9.215825302206753
4182	4	sauce	475	False	FacebookAI/roberta-base	0.0978724658489227	3.3529531955718994	4	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	9364	9.144734614878189
4183	5	to	475	False	FacebookAI/roberta-base	0.9995434880256652	0.0006587151437997	5	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	3042375	14.928149347056001
4184	6	drizzle	475	False	FacebookAI/roberta-base	0.5723203271627426	1.3937056275899522	6	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	1346	7.205635176410364
4185	7	over	475	False	FacebookAI/roberta-base	0.7778586149215698	0.3624201118946075	7	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	149017	11.911822383000343
4186	8	the	475	False	FacebookAI/roberta-base	0.8827759027481079	0.1798808425664901	8	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	6500900	15.687451340644257
4187	9	pancakes.	475	False	FacebookAI/roberta-base	0.3340557664632797	3.565309315919876	9	238	sweet_meaning2_syn1	expected	He made a sweet sauce to drizzle over the pancakes.	3	753	6.625392368007956
4188	0	He	476	False	FacebookAI/roberta-base	0.0278213489800691	5.167664051055908	0	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	622141	13.340923641485727
4189	1	made	476	False	FacebookAI/roberta-base	0.3949092626571655	1.340406894683838	1	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	87829	11.383158406911162
4190	2	a	476	False	FacebookAI/roberta-base	0.8263182640075684	0.2752305269241333	2	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	2959949	14.900682934265681
4191	3	sugary	476	False	FacebookAI/roberta-base	0.4934642655425705	5.267193277366459	3	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	401	5.996452088619021
4192	4	sauce	476	False	FacebookAI/roberta-base	0.0557330064475536	4.1653242111206055	4	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	9364	9.144734614878189
4193	5	to	476	False	FacebookAI/roberta-base	0.9996668100357056	0.0004807833756785	5	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	3042375	14.928149347056001
4194	6	drizzle	476	False	FacebookAI/roberta-base	0.5643581822514534	1.477629284010618	6	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	1346	7.205635176410364
4195	7	over	476	False	FacebookAI/roberta-base	0.8015175461769104	0.3191940188407898	7	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	149017	11.911822383000343
4196	8	the	476	False	FacebookAI/roberta-base	0.8731205463409424	0.1957472115755081	8	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	6500900	15.687451340644257
4197	9	pancakes.	476	False	FacebookAI/roberta-base	0.345557773951441	3.551770776510238	9	238	sweet_meaning2_syn1	unexpected	He made a sugary sauce to drizzle over the pancakes.	3	753	6.625392368007956
4198	0	The	477	False	FacebookAI/roberta-base	0.9602623581886292	0.0584994778037071	0	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	6500900	15.687451340644257
4199	1	fruit	477	False	FacebookAI/roberta-base	0.556588351726532	0.8453173637390137	1	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	8751	9.077037524661762
4200	2	was	477	False	FacebookAI/roberta-base	0.6641916036605835	0.590328574180603	2	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	680189	13.430127449888799
4201	3	perfectly	477	False	FacebookAI/roberta-base	0.0335017219185829	4.89962100982666	3	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	4977	8.512783482927537
4202	4	ripe	477	False	FacebookAI/roberta-base	0.4592457115650177	1.122661828994751	4	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	1663	7.416979621381154
4203	5	and	477	False	FacebookAI/roberta-base	0.9928576946258544	0.0103411423042416	5	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	3155093	14.964528847491431
4204	6	sweet.	477	False	FacebookAI/roberta-base	0.4734966941177845	2.5792291685938835	6	239	sweet_meaning2_syn1	expected	The fruit was perfectly ripe and sweet.	6	10054	9.215825302206753
4205	0	The	478	False	FacebookAI/roberta-base	0.9753225445747375	0.0360486507415771	0	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	6500900	15.687451340644257
4206	1	fruit	478	False	FacebookAI/roberta-base	0.3412295281887054	1.5511856079101562	1	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	8751	9.077037524661762
4207	2	was	478	False	FacebookAI/roberta-base	0.4329150021076202	1.2078442573547363	2	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	680189	13.430127449888799
4208	3	perfectly	478	False	FacebookAI/roberta-base	0.0168309062719345	5.8927435874938965	3	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	4977	8.512783482927537
4209	4	ripe	478	False	FacebookAI/roberta-base	0.578775942325592	0.7889230847358704	4	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	1663	7.416979621381154
4210	5	and	478	False	FacebookAI/roberta-base	0.8269915580749512	0.2740554809570312	5	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	3155093	14.964528847491431
4211	6	sugary	478	False	FacebookAI/roberta-base	0.4823580329902484	10.244478330016136	6	239	sweet_meaning2_syn1	unexpected	The fruit was perfectly ripe and sugary	6	401	5.996452088619021
4212	0	The	479	False	FacebookAI/roberta-base	0.8221373558044434	0.2825486063957214	0	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	6500900	15.687451340644257
4213	1	dessert	479	False	FacebookAI/roberta-base	0.0131787918508052	6.245637893676758	1	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	1879	7.539027055823995
4214	2	was	479	False	FacebookAI/roberta-base	0.9021552205085754	0.1485524475574493	2	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	680189	13.430127449888799
4215	3	too	479	False	FacebookAI/roberta-base	0.9529468417167664	0.0695323720574379	3	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	82076	11.315413110029038
4216	4	sweet	479	False	FacebookAI/roberta-base	0.4841591417789459	1.0464468002319336	4	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	10054	9.215825302206753
4217	5	for	479	False	FacebookAI/roberta-base	0.9976047277450562	0.0034597509074956	5	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	1097120	13.908200033995099
4218	6	my	479	False	FacebookAI/roberta-base	0.9665496349334716	0.049084261059761	6	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	246316	12.414374603245227
4219	7	taste.	479	False	FacebookAI/roberta-base	0.7847018241882324	0.3771874494850635	7	240	sweet_meaning2_syn2	expected	The dessert was too sweet for my taste.	4	9518	9.161045080251306
4220	0	The	480	False	FacebookAI/roberta-base	0.7127845287322998	0.4884620606899261	0	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	6500900	15.687451340644257
4221	1	dessert	480	False	FacebookAI/roberta-base	0.0061565861105918	7.343653678894043	1	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	1879	7.539027055823995
4222	2	was	480	False	FacebookAI/roberta-base	0.8819294571876526	0.1812648177146911	2	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	680189	13.430127449888799
4223	3	too	480	False	FacebookAI/roberta-base	0.980230987071991	0.0288063418120145	3	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	82076	11.315413110029038
4224	4	candied	480	False	FacebookAI/roberta-base	0.4883267752011306	6.892198154702783	4	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	221	5.402677381872279
4225	5	for	480	False	FacebookAI/roberta-base	0.9973848462104796	0.0037778078112751	5	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	1097120	13.908200033995099
4226	6	my	480	False	FacebookAI/roberta-base	0.9827407002449036	0.0251172520220279	6	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	246316	12.414374603245227
4227	7	taste.	480	False	FacebookAI/roberta-base	0.7557442784309387	0.44738994166255	7	240	sweet_meaning2_syn2	unexpected	The dessert was too candied for my taste.	4	9518	9.161045080251306
4228	0	She	481	False	FacebookAI/roberta-base	0.3431820869445801	1.5429538488388062	0	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	272348	12.514839611059164
4229	1	prefers	481	False	FacebookAI/roberta-base	0.3155485987663269	1.664065957069397	1	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	1507	7.318539548567902
4230	2	sweet	481	False	FacebookAI/roberta-base	0.2807975113391876	1.8323979377746584	2	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	10054	9.215825302206753
4231	3	coffee	481	False	FacebookAI/roberta-base	0.0019447953673079	9.006165504455566	3	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	7543	8.928507824313293
4232	4	over	481	False	FacebookAI/roberta-base	0.238151878118515	2.070046186447144	4	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	149017	11.911822383000343
4233	5	bitter	481	False	FacebookAI/roberta-base	0.0990206822752952	3.3361263275146484	5	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	2259	7.723120092266331
4234	6	tea.	481	False	FacebookAI/roberta-base	0.5114842336624861	2.3332610419020057	6	241	sweet_meaning2_syn2	expected	She prefers sweet coffee over bitter tea.	2	6238	8.738575192110787
4235	0	She	482	False	FacebookAI/roberta-base	0.3679398000240326	1.4424583911895752	0	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	272348	12.514839611059164
4236	1	prefers	482	False	FacebookAI/roberta-base	0.0893367305397987	3.484602689743042	1	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	1507	7.318539548567902
4237	2	candied	482	False	FacebookAI/roberta-base	0.4994960695694316	6.403173012367915	2	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	221	5.402677381872279
4238	3	coffee	482	False	FacebookAI/roberta-base	0.0248938426375389	5.328067302703857	3	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	7543	8.928507824313293
4239	4	over	482	False	FacebookAI/roberta-base	0.2856778800487518	1.807538628578186	4	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	149017	11.911822383000343
4240	5	bitter	482	False	FacebookAI/roberta-base	0.0040439944714307	7.950003147125244	5	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	2259	7.723120092266331
4241	6	tea.	482	False	FacebookAI/roberta-base	0.5117268431931734	2.3729848694056277	6	241	sweet_meaning2_syn2	unexpected	She prefers candied coffee over bitter tea.	2	6238	8.738575192110787
4242	0	The	483	False	FacebookAI/roberta-base	0.9648568034172058	0.0516132228076458	0	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	6500900	15.687451340644257
4243	1	sweet	483	False	FacebookAI/roberta-base	0.3921393752098083	1.350561499595642	1	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	10054	9.215825302206753
4244	2	aroma	483	False	FacebookAI/roberta-base	0.0923300832509994	3.437055349349976	2	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	606	6.408528791059498
4245	3	of	483	False	FacebookAI/roberta-base	0.9987776875495912	0.001764494460076	3	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	3139402	14.959543212419398
4246	4	chocolate	483	False	FacebookAI/roberta-base	0.0033848115708678	8.206708908081055	4	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	5722	8.652248422409102
4247	5	filled	483	False	FacebookAI/roberta-base	0.0969816148281097	3.366144895553589	5	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	8619	9.061840363657739
4248	6	the	483	False	FacebookAI/roberta-base	0.8387906551361084	0.2536172568798065	6	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	6500900	15.687451340644257
4249	7	kitchen.	483	False	FacebookAI/roberta-base	0.4992210464552045	3.44621546799317	7	242	sweet_meaning2_syn2	expected	The sweet aroma of chocolate filled the kitchen.	1	9558	9.165238398063762
4250	0	The	484	False	FacebookAI/roberta-base	0.9662400484085084	0.0495464727282524	0	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	6500900	15.687451340644257
4251	1	candied	484	False	FacebookAI/roberta-base	0.3906148606401984	7.074172794818878	1	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	221	5.402677381872279
4252	2	aroma	484	False	FacebookAI/roberta-base	0.1260836273431778	2.9875471591949463	2	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	606	6.408528791059498
4253	3	of	484	False	FacebookAI/roberta-base	0.989011526107788	0.0159407351166009	3	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	3139402	14.959543212419398
4254	4	chocolate	484	False	FacebookAI/roberta-base	0.0280850697308778	5.154052734375	4	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	5722	8.652248422409102
4255	5	filled	484	False	FacebookAI/roberta-base	0.0853963568806648	3.549681663513184	5	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	8619	9.061840363657739
4256	6	the	484	False	FacebookAI/roberta-base	0.8087461590766907	0.3062411248683929	6	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	6500900	15.687451340644257
4257	7	kitchen.	484	False	FacebookAI/roberta-base	0.4938192258123308	3.643864824436605	7	242	sweet_meaning2_syn2	unexpected	The candied aroma of chocolate filled the kitchen.	1	9558	9.165238398063762
4258	0	He	485	False	FacebookAI/roberta-base	0.012695980258286	6.299484252929688	0	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	622141	13.340923641485727
4259	1	made	485	False	FacebookAI/roberta-base	0.4842351078987121	1.0462204217910769	1	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	87829	11.383158406911162
4260	2	a	485	False	FacebookAI/roberta-base	0.7565823197364807	0.4024310111999511	2	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	2959949	14.900682934265681
4261	3	sweet	485	False	FacebookAI/roberta-base	0.0124993557110428	6.322002410888672	3	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	10054	9.215825302206753
4262	4	sauce	485	False	FacebookAI/roberta-base	0.0978724658489227	3.3529531955718994	4	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	9364	9.144734614878189
4263	5	to	485	False	FacebookAI/roberta-base	0.9995434880256652	0.0006587151437997	5	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	3042375	14.928149347056001
4264	6	drizzle	485	False	FacebookAI/roberta-base	0.5723203271627426	1.3937056275899522	6	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	1346	7.205635176410364
4265	7	over	485	False	FacebookAI/roberta-base	0.7778586149215698	0.3624201118946075	7	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	149017	11.911822383000343
4266	8	the	485	False	FacebookAI/roberta-base	0.8827759027481079	0.1798808425664901	8	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	6500900	15.687451340644257
4267	9	pancakes.	485	False	FacebookAI/roberta-base	0.3340557664632797	3.565309315919876	9	243	sweet_meaning2_syn2	expected	He made a sweet sauce to drizzle over the pancakes.	3	753	6.625392368007956
4268	0	He	486	False	FacebookAI/roberta-base	0.0092501593753695	6.756306171417236	0	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	622141	13.340923641485727
4269	1	made	486	False	FacebookAI/roberta-base	0.4543265104293823	1.1381986141204834	1	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	87829	11.383158406911162
4270	2	a	486	False	FacebookAI/roberta-base	0.5194137096405029	0.9450440406799316	2	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	2959949	14.900682934265681
4271	3	candied	486	False	FacebookAI/roberta-base	0.4676265668601899	8.879798889160156	3	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	221	5.402677381872279
4272	4	sauce	486	False	FacebookAI/roberta-base	0.0083961738273501	6.896052360534668	4	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	9364	9.144734614878189
4273	5	to	486	False	FacebookAI/roberta-base	0.9996821880340576	0.0004586048307828	5	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	3042375	14.928149347056001
4274	6	drizzle	486	False	FacebookAI/roberta-base	0.5580020137131214	1.5528399356117006	6	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	1346	7.205635176410364
4275	7	over	486	False	FacebookAI/roberta-base	0.7923426032066345	0.3358037173748016	7	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	149017	11.911822383000343
4276	8	the	486	False	FacebookAI/roberta-base	0.8932527303695679	0.1628596484661102	8	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	6500900	15.687451340644257
4277	9	pancakes.	486	False	FacebookAI/roberta-base	0.3838094444945454	3.511098623275757	9	243	sweet_meaning2_syn2	unexpected	He made a candied sauce to drizzle over the pancakes.	3	753	6.625392368007956
4278	0	The	487	False	FacebookAI/roberta-base	0.9602623581886292	0.0584994778037071	0	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	6500900	15.687451340644257
4279	1	fruit	487	False	FacebookAI/roberta-base	0.556588351726532	0.8453173637390137	1	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	8751	9.077037524661762
4280	2	was	487	False	FacebookAI/roberta-base	0.6641916036605835	0.590328574180603	2	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	680189	13.430127449888799
4281	3	perfectly	487	False	FacebookAI/roberta-base	0.0335017219185829	4.89962100982666	3	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	4977	8.512783482927537
4282	4	ripe	487	False	FacebookAI/roberta-base	0.4592457115650177	1.122661828994751	4	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	1663	7.416979621381154
4283	5	and	487	False	FacebookAI/roberta-base	0.9928576946258544	0.0103411423042416	5	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	3155093	14.964528847491431
4284	6	sweet.	487	False	FacebookAI/roberta-base	0.4734966941177845	2.5792291685938835	6	244	sweet_meaning2_syn2	expected	The fruit was perfectly ripe and sweet.	6	10054	9.215825302206753
4285	0	The	488	False	FacebookAI/roberta-base	0.9223005771636964	0.1166910678148269	0	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	6500900	15.687451340644257
4286	1	fruit	488	False	FacebookAI/roberta-base	0.4080302715301513	1.293251872062683	1	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	8751	9.077037524661762
4287	2	was	488	False	FacebookAI/roberta-base	0.4209297299385071	1.2483487129211426	2	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	680189	13.430127449888799
4288	3	perfectly	488	False	FacebookAI/roberta-base	0.067886471748352	3.88073205947876	3	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	4977	8.512783482927537
4289	4	ripe	488	False	FacebookAI/roberta-base	0.3020726442337036	1.7270325422286987	4	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	1663	7.416979621381154
4290	5	and	488	False	FacebookAI/roberta-base	0.9666329622268676	0.0489599145948886	5	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	3155093	14.964528847491431
4291	6	candied	488	False	FacebookAI/roberta-base	0.4996860765190831	9.078013087972067	6	244	sweet_meaning2_syn2	unexpected	The fruit was perfectly ripe and candied	6	221	5.402677381872279
4292	0	The	489	False	FacebookAI/roberta-base	0.9758844375610352	0.0352177731692791	0	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	6500900	15.687451340644257
4293	1	pianist	489	False	FacebookAI/roberta-base	0.4930733423389028	5.36679167766124	1	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	396	5.983936280687191
4294	2	hit	489	False	FacebookAI/roberta-base	0.0847599431872367	3.560473680496216	2	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	23270	10.05496322915898
4295	3	a	489	False	FacebookAI/roberta-base	0.9402745962142944	0.0888459682464599	3	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	2959949	14.900682934265681
4296	4	beautiful	489	False	FacebookAI/roberta-base	0.0017313690623268	9.173871040344238	4	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	12082	9.399554785027307
4297	5	note	489	False	FacebookAI/roberta-base	0.5904607176780701	0.7600869536399841	5	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	12066	9.3982297330736
4298	6	that	489	False	FacebookAI/roberta-base	0.9102607369422911	0.1356482356786728	6	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	1342576	14.110101459400084
4299	7	lingered	489	False	FacebookAI/roberta-base	0.4686993313953279	6.165633205324411	7	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	305	5.723585101952381
4300	8	in	489	False	FacebookAI/roberta-base	0.5438419580459595	0.8787406086921692	8	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	2204092	14.605826644371975
4301	9	the	489	False	FacebookAI/roberta-base	0.996692419052124	0.0047797262668609	9	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	6500900	15.687451340644257
4302	10	hall.	489	False	FacebookAI/roberta-base	0.2288776960922405	4.985911190509796	10	245	note_meaning1_syn1	expected	The pianist hit a beautiful note that lingered in the hall.	5	8542	9.052867513151618
4303	0	The	490	False	FacebookAI/roberta-base	0.976184606552124	0.034774113446474	0	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	6500900	15.687451340644257
4304	1	pianist	490	False	FacebookAI/roberta-base	0.3388921114092227	6.167903691530227	1	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	396	5.983936280687191
4305	2	hit	490	False	FacebookAI/roberta-base	0.0059094433672726	7.402761936187744	2	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	23270	10.05496322915898
4306	3	a	490	False	FacebookAI/roberta-base	0.9841119647026062	0.0231055952608585	3	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	2959949	14.900682934265681
4307	4	beautiful	490	False	FacebookAI/roberta-base	0.0013381802709773	9.545512199401855	4	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	12082	9.399554785027307
4308	5	tone	490	False	FacebookAI/roberta-base	0.0091920662671327	6.765395164489746	5	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	4020	8.299285906897275
4309	6	that	490	False	FacebookAI/roberta-base	0.9487627148628236	0.0758807659149169	6	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	1342576	14.110101459400084
4310	7	lingered	490	False	FacebookAI/roberta-base	0.4889414785138797	5.6798105500638485	7	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	305	5.723585101952381
4311	8	in	490	False	FacebookAI/roberta-base	0.2924387156963348	1.7737938165664673	8	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	2204092	14.605826644371975
4312	9	the	490	False	FacebookAI/roberta-base	0.995732843875885	0.0061693945899605	9	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	6500900	15.687451340644257
4313	10	hall.	490	False	FacebookAI/roberta-base	0.3681779869948513	4.7911800146102905	10	245	note_meaning1_syn1	unexpected	The pianist hit a beautiful tone that lingered in the hall.	5	8542	9.052867513151618
4314	0	She	491	False	FacebookAI/roberta-base	0.1775825023651123	2.493438720703125	0	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	272348	12.514839611059164
4315	1	played	491	False	FacebookAI/roberta-base	0.3064560294151306	1.7062479257583618	1	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	14608	9.589393056132515
4316	2	every	491	False	FacebookAI/roberta-base	0.826330840587616	0.2752086222171783	2	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	74954	11.224643212446415
4317	3	note	491	False	FacebookAI/roberta-base	0.3400579392910003	1.556147575378418	3	246	note_meaning1_syn1	expected	She played every note of the song perfectly.	3	12066	9.3982297330736
