Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	log_freq	expected_surp_linear	adjusted_surp_linear	adjusted_prob_linear	expected_surp_gam	adjusted_surp	adjusted_prob
5346	0	He	607	False	FacebookAI/roberta-base	0.4790045320987701	1.0618888139724731	0	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	622141	13.340923641485727	1.831597847587883	-0.7697090336154098	2.159137925822082	1.873471863441361	-0.8115830494688878	2.2514693543877744
5347	1	didn	607	False	FacebookAI/roberta-base	0.7357728481292725	0.4426676630973816	1	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	988	6.8966943316227125	5.864580147904723	-5.421912484807342	226.31152624311022	6.955798615789885	-6.513130952692503	673.9331706732454
5349	3	t	607	False	FacebookAI/roberta-base	0.9999990463256836	1.3758605064140284e-06	3	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	10548	9.263786347681808	4.3831865250277975	-4.383185149167291	80.09273486644412	4.446516706316787	-4.446515330456281	85.32908167561304
5350	4	want	607	False	FacebookAI/roberta-base	0.538659393787384	0.892554759979248	4	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	74891	11.223802354722043	3.1565526663237558	-2.2639979063445077	9.621478146385035	2.3514197014772416	-1.4588649414979935	4.301074785132361
5351	5	to	607	False	FacebookAI/roberta-base	0.9999464750289916	7.721814472461119e-05	5	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	3042375	14.928149347056001	0.8382667804615807	-0.838189562316856	2.312177132588659	0.38789303629230476	-0.38781581814758015	1.4737583197521373
5352	6	lean	607	False	FacebookAI/roberta-base	0.026727819815278	5.225513935089111	6	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	3532	8.169902647359145	5.0677701097947665	0.15774382529434483	0.8540685447045946	5.9105735420106065	-0.6850596069214951	1.983890085593451
5353	7	on	607	False	FacebookAI/roberta-base	0.9945241212844848	0.0079217460006475	7	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	833044	13.63284294129851	1.6489064328885412	-1.6409846868878937	5.160248240126264	1.634844628353925	-1.6269228823532775	5.088193634217522
5354	8	others	607	False	FacebookAI/roberta-base	0.0747708082199096	3.74138116836548	8	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	36135	10.49504487733444	3.6126298582122347	0.12875131015324515	0.8791925846294227	2.9020421214740484	0.8393390468914315	0.43199595816063724
5355	9	for	607	False	FacebookAI/roberta-base	0.9852070808410645	0.0215010568499565	9	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	1097120	13.908200033995099	1.4765801192652201	-1.4550790624152636	4.284822220604282	1.3467491182918774	-1.3252480614419209	3.763118723885475
5356	10	help.	607	False	FacebookAI/roberta-base	0.7542144656181335	0.4799145609140395	10	304	lean_meaning2_syn2	expected	He didn’t want to lean on others for help.	4	61553	11.027670117315768	3.279297808364311	-2.7993832474502716	16.434507620266555	2.4598347722449496	-1.97992021133091	7.242165119391542
5357	0	He	608	False	FacebookAI/roberta-base	0.4899146556854248	1.0293976068496704	0	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	622141	13.340923641485727	1.831597847587883	-0.8022002407382125	2.2304430452487716	1.873471863441361	-0.8440742565916906	2.3258237016854473
5358	1	didn	608	False	FacebookAI/roberta-base	0.5930719375610352	0.7537209391593933	1	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	988	6.8966943316227125	5.864580147904723	-5.11085920874533	165.81276146121093	6.955798615789885	-6.202077676630491	493.77387853236826
5360	3	t	608	False	FacebookAI/roberta-base	0.999997854232788	3.0956844057072885e-06	3	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	10548	9.263786347681808	4.3831865250277975	-4.383183429343392	80.09259712116298	4.446516706316787	-4.4465136106323815	85.32893492474527
5361	4	want	608	False	FacebookAI/roberta-base	0.8661363124847412	0.2073340266942978	4	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	74891	11.223802354722043	3.1565526663237558	-2.949218639629458	19.091030923950164	2.3514197014772416	-2.1440856747829438	8.534234603030841
5362	5	to	608	False	FacebookAI/roberta-base	0.9999513626098632	7.016721792751923e-05	5	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	3042375	14.928149347056001	0.8382667804615807	-0.8381966132436531	2.3121934356378384	0.38789303629230476	-0.38782286907437724	1.4737687111508009
5363	6	depend	608	False	FacebookAI/roberta-base	0.3280326128005981	1.6080888509750366	6	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	2756	7.921898411023797	5.222978226615382	-3.6148893756403453	37.14723630910923	6.193770217492281	-4.585681366517244	98.0699859870744
5364	7	on	608	False	FacebookAI/roberta-base	0.980028748512268	0.0291040278971195	7	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	833044	13.63284294129851	1.6489064328885412	-1.6198024049914217	5.052091949778814	1.634844628353925	-1.6057406004568056	4.98154757332317
5365	8	others	608	False	FacebookAI/roberta-base	0.1012063920497894	3.304627656936645	8	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	36135	10.49504487733444	3.6126298582122347	-0.30800220127558964	1.3607039842183186	2.9020421214740484	0.4025855354625967	0.6685891483981898
5366	9	for	608	False	FacebookAI/roberta-base	0.9805977940559388	0.0282666068524122	9	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	1097120	13.908200033995099	1.4765801192652201	-1.448313512412808	4.25593088471067	1.3467491182918774	-1.3184825114394652	3.737745086086336
5367	10	help.	608	False	FacebookAI/roberta-base	0.6946457177400589	0.6693102973513305	10	304	lean_meaning2_syn2	unexpected	He didn’t want to depend on others for help.	4	61553	11.027670117315768	3.279297808364311	-2.6099875110129807	13.598881014521911	2.4598347722449496	-1.790524474893619	5.992594607743357
5368	0	She	609	False	FacebookAI/roberta-base	0.6422915458679199	0.6386998295783997	0	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	272348	12.514839611059164	2.348584769233529	-1.7098849396551294	5.528325350006846	2.1461111782554143	-1.5074113486770147	4.51502782064913
5369	1	had	609	False	FacebookAI/roberta-base	0.0119749112054705	6.383841037750244	1	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	298533	12.606639108175928	2.291134028540106	4.092707009210138	0.016693981575567785	2.1353545614018206	4.248486476348424	0.014285839510562203
5370	2	to	609	False	FacebookAI/roberta-base	0.9967997074127196	0.0046244175173342	2	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	3042375	14.928149347056001	0.8382667804615807	-0.8336423629442464	2.3016870704592205	0.38789303629230476	-0.38326861877497054	1.4670720602436937
5371	3	buckle	609	False	FacebookAI/roberta-base	0.3124199509620666	1.6784414052963257	3	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	516	6.248042874508429	6.270524710059393	-4.592083304763067	98.69983796667539	6.970289388007446	-5.29184798271112	198.7102995144963
5372	4	her	609	False	FacebookAI/roberta-base	0.9028269052505492	0.1474786847829818	4	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	267907	12.498398916975606	2.3588738239917806	-2.2113951392087987	9.128442961999937	2.147748472596769	-2.000269787813787	7.391049845153654
5373	5	seatbelt	609	False	FacebookAI/roberta-base	0.3805949091911316	1.4804973900318146	5	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	61	4.127134385045092	7.597849668143355	-6.11735227811154	453.6619322841899	5.846861827872997	-4.366364437841183	78.75678540297734
5374	6	before	609	False	FacebookAI/roberta-base	0.0223083458840847	5.486272811889648	6	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	102229	11.53498045575106	2.9618085451337386	2.52446426675591	0.0801012141771706	2.2432928057027937	3.242980006186855	0.03904736017293115
5375	7	the	609	False	FacebookAI/roberta-base	0.9667237401008606	0.048824418336153	7	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	6500900	15.687451340644257	0.36307396011145876	-0.31424954177530573	1.36923137434711	0.6392157956081483	-0.5903913772719953	1.8046945936446301
5376	8	car	609	False	FacebookAI/roberta-base	0.3339204788208008	1.5824235677719116	8	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	27027	10.204628644672065	3.794380610665976	-2.2119570428940643	9.133573709098876	3.2167313073639763	-1.6343077395920647	5.125908305138987
5377	9	moved.	609	False	FacebookAI/roberta-base	0.489829740487039	2.8388062138110404	9	305	buckle_meaning1_syn1	expected	She had to buckle her seatbelt before the car moved.	3	14614	9.589803677545346	4.1791555916586445	-1.340349377847604	3.8203780276788386	3.996974336497841	-1.1581681226868006	3.1840950587986194
5378	0	She	610	False	FacebookAI/roberta-base	0.7034382820129395	0.5075042247772217	0	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	272348	12.514839611059164	2.348584769233529	-1.8410805444563074	6.303345627707358	2.1461111782554143	-1.6386069534781926	5.147993120960316
5379	1	had	610	False	FacebookAI/roberta-base	0.0149262594059109	6.066003322601318	1	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	298533	12.606639108175928	2.291134028540106	3.7748692940612125	0.022940088851831988	2.1353545614018206	3.930648761199498	0.01963093263352681
5380	2	to	610	False	FacebookAI/roberta-base	0.991560399532318	0.0122274262830615	2	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	3042375	14.928149347056001	0.8382667804615807	-0.8260393541785191	2.284253680573705	0.38789303629230476	-0.37566561000924326	1.4559601938459426
5381	3	clasp	610	False	FacebookAI/roberta-base	1.8513826944399625e-05	15.721036911010742	3	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	142	4.962844630259907	7.074838387029207	8.646198523981536	0.00017579385567440277	6.283647378502611	9.437389532508131	7.968816062035278e-05
5382	4	her	610	False	FacebookAI/roberta-base	0.945274829864502	0.0811942517757415	4	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	267907	12.498398916975606	2.3588738239917806	-2.277679572216039	9.754020629031265	2.147748472596769	-2.0665542208210272	7.89756292063553
5383	5	seatbelt	610	False	FacebookAI/roberta-base	0.2531793623347766	5.04153472185135	5	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	61	4.127134385045092	7.597849668143355	-2.556314946292005	12.888235857936717	5.846861827872997	-0.8053271060216476	2.237428255387814
5384	6	before	610	False	FacebookAI/roberta-base	0.006205097772181	7.332330226898193	6	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	102229	11.53498045575106	2.9618085451337386	4.370521681764455	0.01264464236773327	2.2432928057027937	5.0890374211954	0.006163950320387344
5385	7	the	610	False	FacebookAI/roberta-base	0.9844436645507812	0.0226194243878126	7	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	6500900	15.687451340644257	0.36307396011145876	-0.34045453572364615	1.405586334588347	0.6392157956081483	-0.6165963712203357	1.8526116962094252
5386	8	car	610	False	FacebookAI/roberta-base	0.2734328806400299	1.8707412481307983	8	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	27027	10.204628644672065	3.794380610665976	-1.9236393625351775	6.845827636506358	3.2167313073639763	-1.345990059233178	3.841988454372484
5387	9	moved.	610	False	FacebookAI/roberta-base	0.5042321784421802	2.658034696243704	9	305	buckle_meaning1_syn1	unexpected	She had to clasp her seatbelt before the car moved.	3	14614	9.589803677545346	4.1791555916586445	-1.5211208954149407	4.577353054759747	3.996974336497841	-1.3389396402541371	3.8149960916020915
5388	0	The	611	False	FacebookAI/roberta-base	0.6111971735954285	0.710290253162384	0	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	6500900	15.687451340644257	0.36307396011145876	0.3472162930509253	0.7066524677088235	0.6392157956081483	0.07107445755423569	0.931392540335155
5389	1	hiker	611	False	FacebookAI/roberta-base	0.4116434790194034	4.469376415014267	1	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	443	6.095824562432225	6.365787266506269	-1.8964108514920017	6.661940786545216	6.923798088526874	-2.4544216735126074	11.63970005514106
5390	2	stopped	611	False	FacebookAI/roberta-base	0.0093741593882441	6.737094879150391	2	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	8085	8.997889450200717	4.549592378961198	2.1875025001891926	0.1121966100072413	4.81793920632924	1.9191556728211507	0.14673079864499605
5391	3	to	611	False	FacebookAI/roberta-base	0.9998132586479188	0.0002694716386031	3	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	3042375	14.928149347056001	0.8382667804615807	-0.8379973088229775	2.311732651184373	0.38789303629230476	-0.3876235646537017	1.473475011800377
5392	4	buckle	611	False	FacebookAI/roberta-base	0.0004269055207259	11.193795204162598	4	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	516	6.248042874508429	6.270524710059393	4.923270494103205	0.007275298076106828	6.970289388007446	4.223505816155152	0.014647203982731349
5393	5	his	611	False	FacebookAI/roberta-base	0.9436373710632324	0.0836955159902572	5	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	458105	13.03485587736601	2.023143774344888	-1.9394482583546306	6.954912596919705	2.0309317621570973	-1.94723624616684	7.009288837369662
5394	6	boots.	611	False	FacebookAI/roberta-base	0.47361764870584	3.406851030886173	6	306	buckle_meaning1_syn1	expected	The hiker stopped to buckle his boots.	4	4979	8.513185170018698	4.852934126882867	-1.4460830959966944	4.246448964845283	5.47812653740108	-2.071275506514907	7.93493773062173
5395	0	The	612	False	FacebookAI/roberta-base	0.6315543055534363	0.6630213260650635	0	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	6500900	15.687451340644257	0.36307396011145876	0.2999473659536047	0.7408572139684939	0.6392157956081483	0.023805530456915136	0.9764755860557862
5396	1	hiker	612	False	FacebookAI/roberta-base	0.3217660444788635	4.620749264955521	1	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	443	6.095824562432225	6.365787266506269	-1.745038001550748	5.726119072691293	6.923798088526874	-2.3030488235713538	10.004638381169547
5397	2	stopped	612	False	FacebookAI/roberta-base	0.0077756918035447	7.006813049316406	2	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	8085	8.997889450200717	4.549592378961198	2.457220670355208	0.08567273314370617	4.81793920632924	2.1888738429871664	0.11204285544335336
5398	3	to	612	False	FacebookAI/roberta-base	0.9847612380981444	0.0221540946513414	3	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	3042375	14.928149347056001	0.8382667804615807	-0.8161126858102392	2.2616908240904943	0.38789303629230476	-0.3657389416409634	1.4415788573164714
5399	4	clasp	612	False	FacebookAI/roberta-base	3.465896270427038e-06	18.13833999633789	4	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	142	4.962844630259907	7.074838387029207	11.063501609308684	1.567408871548162e-05	6.283647378502611	11.85469261783528	7.105136265117087e-06
5400	5	his	612	False	FacebookAI/roberta-base	0.7497907280921936	0.415440171957016	5	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	458105	13.03485587736601	2.023143774344888	-1.607703602387872	4.99133596500199	2.0309317621570973	-1.6154915902000813	5.030360191520619
5401	6	boots.	612	False	FacebookAI/roberta-base	0.4752529313554987	4.350155584514141	6	306	buckle_meaning1_syn1	unexpected	The hiker stopped to clasp his boots.	4	4979	8.513185170018698	4.852934126882867	-0.5027785423687261	1.6533086828130992	5.47812653740108	-1.1279709528869386	3.089381635391008
5402	0	The	613	False	FacebookAI/roberta-base	0.7272653579711914	0.4594462215900421	0	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	6500900	15.687451340644257	0.36307396011145876	0.09637226147858335	0.9081258928498741	0.6392157956081483	-0.17976957401810623	1.1969415249167377
5403	1	child	613	False	FacebookAI/roberta-base	0.0012936857528984	9.594297409057615	1	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	33232	10.411298637141247	3.6650406412829586	5.929256767774657	0.0026604585927078	2.988224004506052	6.606073404551563	0.001352131010834015
5404	2	struggled	613	False	FacebookAI/roberta-base	0.0583193004131317	4.09988260269165	2	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	2179	7.687080155783135	5.369934180794021	-1.270051578102371	3.56103622911006	6.432722431313913	-2.3328398286222622	10.307170608726324
5405	3	to	613	False	FacebookAI/roberta-base	0.9995144605636596	0.0007006591185927	3	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	3042375	14.928149347056001	0.8382667804615807	-0.8375661213429879	2.3107360758789373	0.38789303629230476	-0.3871923771737121	1.47283980477971
5406	4	buckle	613	False	FacebookAI/roberta-base	0.0081335715949535	6.941895484924316	4	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	516	6.248042874508429	6.270524710059393	0.6713707748649238	0.5110076210666328	6.970289388007446	-0.0283939030831295	1.0288008524454237
5407	5	the	613	False	FacebookAI/roberta-base	0.8279363512992859	0.2724082469940185	5	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	6500900	15.687451340644257	0.36307396011145876	-0.09066571311744026	1.0949029323872217	0.6392157956081483	-0.36680754861412984	1.4431201619135186
5408	6	belt	613	False	FacebookAI/roberta-base	0.1442093849182129	2.7937631607055664	6	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	4435	8.397508348470257	4.92532797747843	-2.1315648167728636	8.428044844082306	5.628215008869388	-2.8344518481638215	17.02106761329914
5409	7	on	613	False	FacebookAI/roberta-base	0.2100843042135238	2.250959634780884	7	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	833044	13.63284294129851	1.6489064328885412	0.6020532018923426	0.5476859710085501	1.634844628353925	0.6161150064269587	0.5400384131845097
5410	8	his	613	False	FacebookAI/roberta-base	0.5278885364532471	0.9216947555541992	8	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	458105	13.03485587736601	2.023143774344888	-1.1014490187906887	3.0085222723461555	2.0309317621570973	-1.109237006602898	3.032044082031097
5411	9	coat.	613	False	FacebookAI/roberta-base	0.4528418527625036	5.430522873997688	9	307	buckle_meaning1_syn1	expected	The child struggled to buckle the belt on his coat.	4	5786	8.663369301573839	4.758944618560542	0.6715782554371463	0.5109016079112192	5.278031747178127	0.15249112681956145	0.8585665121381766
5412	0	The	614	False	FacebookAI/roberta-base	0.8220742344856262	0.2826594710350036	0	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	6500900	15.687451340644257	0.36307396011145876	-0.08041448907645515	1.0837361713990392	0.6392157956081483	-0.35655632457314473	1.428401982384873
5413	1	child	614	False	FacebookAI/roberta-base	0.002427528379485	8.686296463012695	1	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	33232	10.411298637141247	3.6650406412829586	5.021255821729737	0.0065962378069398435	2.988224004506052	5.698072458506643	0.003352421164548715
5414	2	struggled	614	False	FacebookAI/roberta-base	0.1360769718885421	2.877505302429199	2	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	2179	7.687080155783135	5.369934180794021	-2.492428878364822	12.090607099336117	6.432722431313913	-3.5552171288847134	34.995417658830966
5415	3	to	614	False	FacebookAI/roberta-base	0.99977308511734	0.0003274178015999	3	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	3042375	14.928149347056001	0.8382667804615807	-0.8379393626599807	2.3115986990284068	0.38789303629230476	-0.38756561849070487	1.4733896320509097
5416	4	clasp	614	False	FacebookAI/roberta-base	0.0020753673743456	8.9124174118042	4	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	142	4.962844630259907	7.074838387029207	1.8375790247749926	0.15920238496072467	6.283647378502611	2.6287700333015884	0.07216717089015269
5417	5	the	614	False	FacebookAI/roberta-base	0.8631243705749512	0.212359681725502	5	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	6500900	15.687451340644257	0.36307396011145876	-0.15071427838595677	1.1626644122667118	0.6392157956081483	-0.4268561138826463	1.5324321501479292
5418	6	belt	614	False	FacebookAI/roberta-base	0.0031733154319226	8.299793243408203	6	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	4435	8.397508348470257	4.92532797747843	3.374465265929773	0.03423642079839183	5.628215008869388	2.6715782345388153	0.06914301525767931
5419	7	on	614	False	FacebookAI/roberta-base	0.1290960311889648	2.9534835815429688	7	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	833044	13.63284294129851	1.6489064328885412	1.3045771486544275	0.27128722496361035	1.634844628353925	1.3186389531890437	0.26749913315616064
5420	8	his	614	False	FacebookAI/roberta-base	0.4990577697753906	1.0027213096618652	8	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	458105	13.03485587736601	2.023143774344888	-1.0204224646830227	2.7743665883209903	2.0309317621570973	-1.028210452495232	2.7960576768286565
5421	9	coat.	614	False	FacebookAI/roberta-base	0.4732522296617389	6.210754223167896	9	307	buckle_meaning1_syn1	unexpected	The child struggled to clasp the belt on his coat.	4	5786	8.663369301573839	4.758944618560542	1.4518096046073543	0.23414619245815385	5.278031747178127	0.9327224759897694	0.3934810082339082
5422	0	She	615	False	FacebookAI/roberta-base	0.217532068490982	2.200700044631958	0	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	272348	12.514839611059164	2.348584769233529	-0.1478847246015711	1.159379240755612	2.1461111782554143	0.0545888663765437	0.9468743598254707
5423	1	leaned	615	False	FacebookAI/roberta-base	0.013190995901823	6.244302749633789	1	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	899	6.802394763324311	5.923595504371462	0.3207072452623274	0.725635653173042	6.982678414437752	-0.7383756648039626	2.092533776199114
5424	2	down	615	False	FacebookAI/roberta-base	0.2949590981006622	1.7614130973815918	2	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	96102	11.473175811952919	3.000487652057167	-1.2390745546755753	3.452416962760745	2.25937644407449	-0.4979633466928983	1.6453668141636788
5425	3	to	615	False	FacebookAI/roberta-base	0.999754011631012	0.0003549285174813	3	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	3042375	14.928149347056001	0.8382667804615807	-0.8379118519440993	2.3115351061681126	0.38789303629230476	-0.38753810777482345	1.4733490986049145
5426	4	buckle	615	False	FacebookAI/roberta-base	0.0012365927686914	9.65941333770752	4	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	516	6.248042874508429	6.270524710059393	3.388888627648127	0.033746160616421925	6.970289388007446	2.6891239497000736	0.06794043254475847
5427	5	the	615	False	FacebookAI/roberta-base	0.7149081230163574	0.4841702878475189	5	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	6500900	15.687451340644257	0.36307396011145876	0.12109632773606016	0.8859486140581126	0.6392157956081483	-0.15504550776062942	1.1677110998132187
5428	6	dog	615	False	FacebookAI/roberta-base	0.2000453919172287	2.3216006755828857	6	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	9865	9.196849781793684	4.42507733500528	-2.1034766594223946	8.194610314287392	4.539988323473249	-2.2183876478903635	9.192497368160724
5429	7	's	615	False	FacebookAI/roberta-base	0.9943655729293824	0.0081517770886421	7	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	29997	10.308885991755306	3.7291333925353047	-3.7209816154466626	41.304919762314704	3.098784665390128	-3.090632888301486	21.990991413676756
5430	8	harness.	615	False	FacebookAI/roberta-base	0.5907380133867264	0.98951455950737	8	308	buckle_meaning1_syn1	expected	She leaned down to buckle the dog's harness.	4	928	6.834108738813838	5.903747994968563	-4.914233435461193	136.21485229552073	6.974602875140503	-5.985088315633133	397.45762142086136
5431	0	She	616	False	FacebookAI/roberta-base	0.2697902619838714	1.8900898694992063	0	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	272348	12.514839611059164	2.348584769233529	-0.4584948997343228	1.5816915881416245	2.1461111782554143	-0.256021308756208	1.2917802538769354
5432	1	leaned	616	False	FacebookAI/roberta-base	0.040009506046772	4.643513202667236	1	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	899	6.802394763324311	5.923595504371462	-1.2800823017042253	3.596935747329561	6.982678414437752	-2.3391652117705153	10.372574044828827
5433	2	down	616	False	FacebookAI/roberta-base	0.3519109189510345	1.5067178010940552	2	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	96102	11.473175811952919	3.000487652057167	-1.4937698509631119	4.453854276981714	2.25937644407449	-0.7526586429804349	2.1226358523643163
5434	3	to	616	False	FacebookAI/roberta-base	0.9995406866073608	0.0006628408445976	3	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	3042375	14.928149347056001	0.8382667804615807	-0.8376039396169831	2.310823465581439	0.38789303629230476	-0.38723019544770715	1.472895506092255
5435	4	clasp	616	False	FacebookAI/roberta-base	0.0007494300953112	10.381918907165527	4	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	142	4.962844630259907	7.074838387029207	3.3070805201363207	0.036622937759563295	6.283647378502611	4.0982715286629166	0.016601345566813294
5436	5	the	616	False	FacebookAI/roberta-base	0.7825157642364502	0.3538082838058471	5	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	6500900	15.687451340644257	0.36307396011145876	-0.009265676305611648	1.0093087355726376	0.6392157956081483	-0.28540751180230123	1.3303040322712285
5437	6	dog	616	False	FacebookAI/roberta-base	0.1525079309940338	2.7130439281463623	6	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	9865	9.196849781793684	4.42507733500528	-1.712033406858918	5.540215543985441	4.539988323473249	-1.826944395326887	6.214867437727338
5438	7	's	616	False	FacebookAI/roberta-base	0.9995284080505372	0.0006805468001402	7	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	29997	10.308885991755306	3.7291333925353047	-3.7284528457351644	41.61467401171848	3.098784665390128	-3.098104118589988	22.15590646685168
5439	8	harness.	616	False	FacebookAI/roberta-base	0.4623215996907674	6.337852191179991	8	308	buckle_meaning1_syn1	unexpected	She leaned down to clasp the dog's harness.	4	928	6.834108738813838	5.903747994968563	0.43410419621142804	0.6478447490000123	6.974602875140503	-0.6367506839605124	1.890328614304911
5440	0	She	617	False	FacebookAI/roberta-base	0.6422915458679199	0.6386998295783997	0	309	buckle_meaning1_syn2	expected	She had to buckle her seatbelt before the car moved.	3	272348	12.514839611059164	2.348584769233529	-1.7098849396551294	5.528325350006846	2.1461111782554143	-1.5074113486770147	4.51502782064913
5441	1	had	617	False	FacebookAI/roberta-base	0.0119749112054705	6.383841037750244	1	309	buckle_meaning1_syn2	expected	She had to buckle her seatbelt before the car moved.	3	298533	12.606639108175928	2.291134028540106	4.092707009210138	0.016693981575567785	2.1353545614018206	4.248486476348424	0.014285839510562203
